date,user,from
2019-02-02 07:12:10,ftpadmin,128.199.232.32
2019-02-02 07:12:08,ftpadmin,128.199.232.32
2019-02-02 07:11:57,oracle,pd95b5783.dip0.t
2019-02-02 07:11:55,oracle,pd95b5783.dip0.t
2019-02-02 07:11:53,hipchat,175.6.64.169
2019-02-02 07:11:51,hipchat,175.6.64.169
2019-02-02 07:11:17,root,112.85.42.87
2019-02-02 07:11:15,root,112.85.42.87
2019-02-02 07:11:13,root,112.85.42.87
2019-02-02 07:10:50,salomao,104.236.31.227
2019-02-02 07:10:48,salomao,104.236.31.227
2019-02-02 07:10:27,com,135.ip-192-99-24
2019-02-02 07:10:25,com,135.ip-192-99-24
2019-02-02 07:10:13,gpadmin,116.196.112.25
2019-02-02 07:10:11,gpadmin,116.196.112.25
2019-02-02 07:10:09,root,112.85.42.87
2019-02-02 07:10:07,root,112.85.42.87
2019-02-02 07:10:05,root,112.85.42.87
2019-02-02 07:09:15,moodle,pd95b5783.dip0.t
2019-02-02 07:09:13,moodle,pd95b5783.dip0.t
2019-02-02 07:09:03,root,112.85.42.87
2019-02-02 07:09:01,root,112.85.42.87
2019-02-02 07:08:59,root,112.85.42.87
2019-02-02 07:08:46,uftp,175.6.64.169
2019-02-02 07:08:45,uftp,175.6.64.169
2019-02-02 07:08:20,radiomai,104.236.31.227
2019-02-02 07:08:17,radiomai,104.236.31.227
2019-02-02 07:08:09,iptv,128.199.232.32
2019-02-02 07:08:07,iptv,128.199.232.32
2019-02-02 07:08:00,root,112.85.42.87
2019-02-02 07:07:57,root,112.85.42.87
2019-02-02 07:07:54,root,112.85.42.87
2019-02-02 07:06:59,www,135.ip-192-99-24
2019-02-02 07:06:57,www,135.ip-192-99-24
2019-02-02 07:06:52,root,112.85.42.87
2019-02-02 07:06:50,root,112.85.42.87
2019-02-02 07:06:47,root,112.85.42.87
2019-02-02 07:06:42,eppc,82.165.64.156
2019-02-02 07:06:40,eppc,82.165.64.156
2019-02-02 07:05:44,newadmin,104.236.31.227
2019-02-02 07:05:41,newadmin,104.236.31.227
2019-02-02 07:05:40,root,112.85.42.87
2019-02-02 07:05:38,root,112.85.42.87
2019-02-02 07:05:38,flor,pd95b5783.dip0.t
2019-02-02 07:05:36,root,112.85.42.87
2019-02-02 07:05:36,flor,pd95b5783.dip0.t
2019-02-02 07:05:26,mata,175.6.64.169
2019-02-02 07:05:25,mata,175.6.64.169
2019-02-02 07:04:43,root,112.85.42.87
2019-02-02 07:04:41,root,112.85.42.87
2019-02-02 07:04:38,root,112.85.42.87
2019-02-02 07:04:09,math,82.165.64.156
2019-02-02 07:04:08,math,82.165.64.156
2019-02-02 07:03:33,lidia,185.188.218.6
2019-02-02 07:03:32,root,112.85.42.87
2019-02-02 07:03:32,lidia,185.188.218.6
2019-02-02 07:03:30,root,112.85.42.87
2019-02-02 07:03:28,root,112.85.42.87
2019-02-02 07:03:06,qp,104.236.31.227
2019-02-02 07:03:03,qp,104.236.31.227
2019-02-02 07:02:33,root,112.85.42.87
2019-02-02 07:02:31,root,112.85.42.87
2019-02-02 07:02:28,root,112.85.42.87
2019-02-02 07:01:36,test1,82.165.64.156
2019-02-02 07:01:34,test1,82.165.64.156
2019-02-02 07:01:28,root,112.85.42.87
2019-02-02 07:01:26,root,112.85.42.87
2019-02-02 07:01:24,root,112.85.42.87
2019-02-02 07:00:44,celery,175.6.64.169
2019-02-02 07:00:42,celery,175.6.64.169
2019-02-02 07:00:37,ssl,185.188.218.6
2019-02-02 07:00:36,ssl,185.188.218.6
2019-02-02 07:00:15,root,112.85.42.87
2019-02-02 07:00:13,root,112.85.42.87
2019-02-02 07:00:11,root,112.85.42.87
2019-02-02 06:59:32,usuario,104.236.31.227
2019-02-02 06:59:30,usuario,104.236.31.227
2019-02-02 06:59:13,root,112.85.42.87
2019-02-02 06:59:12,root,112.85.42.87
2019-02-02 06:59:09,root,112.85.42.87
2019-02-02 06:58:58,admin,82.165.64.156
2019-02-02 06:58:56,admin,82.165.64.156
2019-02-02 06:58:10,root,112.85.42.87
2019-02-02 06:58:08,root,112.85.42.87
2019-02-02 06:58:06,root,112.85.42.87
2019-02-02 06:57:48,deploy,185.188.218.6
2019-02-02 06:57:45,deploy,185.188.218.6
2019-02-02 06:57:07,root,112.85.42.87
2019-02-02 06:57:05,root,112.85.42.87
2019-02-02 06:57:03,root,112.85.42.87
2019-02-02 06:56:04,root,112.85.42.87
2019-02-02 06:56:02,root,112.85.42.87
2019-02-02 06:55:59,root,112.85.42.87
2019-02-02 06:55:37,phion,82.165.64.156
2019-02-02 06:55:34,phion,82.165.64.156
2019-02-02 06:54:59,root,112.85.42.87
2019-02-02 06:54:57,root,112.85.42.87
2019-02-02 06:54:55,openerp,185.188.218.6
2019-02-02 06:54:54,root,112.85.42.87
2019-02-02 06:54:52,openerp,185.188.218.6
2019-02-02 06:53:51,root,112.85.42.87
2019-02-02 06:53:48,root,112.85.42.87
2019-02-02 06:53:46,root,112.85.42.87
2019-02-02 06:52:44,root,112.85.42.87
2019-02-02 06:52:42,root,112.85.42.87
2019-02-02 06:52:40,root,112.85.42.87
2019-02-02 06:51:37,root,112.85.42.87
2019-02-02 06:51:34,root,112.85.42.87
2019-02-02 06:51:32,root,112.85.42.87
2019-02-02 06:51:06,openerp,185.188.218.6
2019-02-02 06:51:04,openerp,185.188.218.6
2019-02-02 06:50:34,root,112.85.42.87
2019-02-02 06:50:32,root,112.85.42.87
2019-02-02 06:50:30,root,112.85.42.87
2019-02-02 06:49:28,root,112.85.42.87
2019-02-02 06:49:25,root,112.85.42.87
2019-02-02 06:49:22,root,112.85.42.87
2019-02-02 06:48:23,root,112.85.42.87
2019-02-02 06:48:21,root,112.85.42.87
2019-02-02 06:48:18,root,112.85.42.87
2019-02-02 06:47:15,root,112.85.42.87
2019-02-02 06:47:12,root,112.85.42.87
2019-02-02 06:47:10,root,112.85.42.87
2019-02-02 06:46:08,root,112.85.42.87
2019-02-02 06:46:06,root,112.85.42.87
2019-02-02 06:46:03,root,112.85.42.87
2019-02-02 06:45:03,root,112.85.42.87
2019-02-02 06:45:01,root,112.85.42.87
2019-02-02 06:44:59,root,112.85.42.87
2019-02-02 06:44:02,root,112.85.42.87
2019-02-02 06:44:00,root,112.85.42.87
2019-02-02 06:43:57,root,112.85.42.87
2019-02-02 06:42:54,root,112.85.42.87
2019-02-02 06:42:52,root,112.85.42.87
2019-02-02 06:42:50,root,112.85.42.87
2019-02-02 06:41:47,root,112.85.42.87
2019-02-02 06:41:45,root,112.85.42.87
2019-02-02 06:41:43,root,112.85.42.87
2019-02-02 06:40:38,root,112.85.42.87
2019-02-02 06:40:36,root,112.85.42.87
2019-02-02 06:40:34,root,112.85.42.87
2019-02-02 06:39:14,root,115.230.127.27
2019-02-02 06:39:12,root,115.230.127.27
2019-02-02 06:38:57,root,115.230.127.27
2019-02-02 06:38:54,root,115.230.127.27
2019-02-02 06:38:52,root,115.230.127.27
2019-02-02 06:38:49,root,115.230.127.27
2019-02-02 06:38:47,root,115.230.127.27
2019-02-02 06:38:45,root,115.230.127.27
2019-02-02 06:38:42,root,115.230.127.27
2019-02-02 06:38:40,root,115.230.127.27
2019-02-02 06:38:38,root,115.230.127.27
2019-02-02 06:38:35,root,115.230.127.27
2019-02-02 06:38:34,root,115.230.127.27
2019-02-02 06:38:32,root,115.230.127.27
2019-02-02 06:38:31,root,112.85.42.87
2019-02-02 06:38:29,root,115.230.127.27
2019-02-02 06:38:29,root,112.85.42.87
2019-02-02 06:38:27,root,115.230.127.27
2019-02-02 06:38:27,root,112.85.42.87
2019-02-02 06:38:25,root,115.230.127.27
2019-02-02 06:38:22,root,115.230.127.27
2019-02-02 06:38:20,root,115.230.127.27
2019-02-02 06:38:18,root,115.230.127.27
2019-02-02 06:38:11,root,115.230.127.27
2019-02-02 06:38:09,root,115.230.127.27
2019-02-02 06:38:08,root,115.230.127.27
2019-02-02 06:38:04,root,115.230.127.27
2019-02-02 06:38:02,root,115.230.127.27
2019-02-02 06:38:00,root,115.230.127.27
2019-02-02 06:37:57,root,115.230.127.27
2019-02-02 06:37:56,root,115.230.127.27
2019-02-02 06:37:53,root,115.230.127.27
2019-02-02 06:37:50,root,115.230.127.27
2019-02-02 06:37:47,root,115.230.127.27
2019-02-02 06:37:45,root,115.230.127.27
2019-02-02 06:37:33,root,115.230.127.27
2019-02-02 06:37:32,root,112.85.42.87
2019-02-02 06:37:32,root,115.230.127.27
2019-02-02 06:37:31,root,112.85.42.87
2019-02-02 06:37:29,root,115.230.127.27
2019-02-02 06:37:28,root,112.85.42.87
2019-02-02 06:37:26,root,115.230.127.27
2019-02-02 06:37:23,root,115.230.127.27
2019-02-02 06:37:21,root,115.230.127.27
2019-02-02 06:37:18,root,115.230.127.27
2019-02-02 06:37:16,root,115.230.127.27
2019-02-02 06:37:14,root,115.230.127.27
2019-02-02 06:37:11,root,115.230.127.27
2019-02-02 06:37:09,root,115.230.127.27
2019-02-02 06:37:06,root,115.230.127.27
2019-02-02 06:37:03,root,115.230.127.27
2019-02-02 06:37:02,root,115.230.127.27
2019-02-02 06:37:00,root,115.230.127.27
2019-02-02 06:36:57,root,115.230.127.27
2019-02-02 06:36:55,root,115.230.127.27
2019-02-02 06:36:52,root,115.230.127.27
2019-02-02 06:36:50,root,115.230.127.27
2019-02-02 06:36:47,root,115.230.127.27
2019-02-02 06:36:45,root,115.230.127.27
2019-02-02 06:36:21,root,112.85.42.87
2019-02-02 06:36:21,root,115.230.127.27
2019-02-02 06:36:19,root,115.230.127.27
2019-02-02 06:36:18,root,112.85.42.87
2019-02-02 06:36:16,root,115.230.127.27
2019-02-02 06:36:15,root,112.85.42.87
2019-02-02 06:36:14,root,115.230.127.27
2019-02-02 06:36:12,root,115.230.127.27
2019-02-02 06:36:09,root,115.230.127.27
2019-02-02 06:36:07,root,115.230.127.27
2019-02-02 06:36:04,root,115.230.127.27
2019-02-02 06:36:03,root,115.230.127.27
2019-02-02 06:36:00,root,115.230.127.27
2019-02-02 06:35:57,root,115.230.127.27
2019-02-02 06:35:54,root,115.230.127.27
2019-02-02 06:35:48,root,115.230.127.27
2019-02-02 06:35:45,root,115.230.127.27
2019-02-02 06:35:43,root,115.230.127.27
2019-02-02 06:35:34,root,115.230.127.27
2019-02-02 06:35:31,root,115.230.127.27
2019-02-02 06:35:28,root,115.230.127.27
2019-02-02 06:35:15,root,115.230.127.27
2019-02-02 06:35:13,root,112.85.42.87
2019-02-02 06:35:12,root,115.230.127.27
2019-02-02 06:35:11,root,112.85.42.87
2019-02-02 06:35:10,root,115.230.127.27
2019-02-02 06:35:09,root,112.85.42.87
2019-02-02 06:34:51,root,115.230.127.27
2019-02-02 06:34:49,root,115.230.127.27
2019-02-02 06:34:47,root,115.230.127.27
2019-02-02 06:34:43,root,115.230.127.27
2019-02-02 06:34:41,root,115.230.127.27
2019-02-02 06:34:40,novi,190.233.160.141
2019-02-02 06:34:39,root,115.230.127.27
2019-02-02 06:34:38,novi,190.233.160.141
2019-02-02 06:34:35,root,115.230.127.27
2019-02-02 06:34:33,root,115.230.127.27
2019-02-02 06:34:31,root,115.230.127.27
2019-02-02 06:34:28,root,115.230.127.27
2019-02-02 06:34:26,root,115.230.127.27
2019-02-02 06:34:24,root,115.230.127.27
2019-02-02 06:34:19,root,115.230.127.27
2019-02-02 06:34:17,root,115.230.127.27
2019-02-02 06:34:15,root,115.230.127.27
2019-02-02 06:34:12,root,115.230.127.27
2019-02-02 06:34:10,root,115.230.127.27
2019-02-02 06:34:08,root,115.230.127.27
2019-02-02 06:34:05,root,115.230.127.27
2019-02-02 06:34:03,root,112.85.42.87
2019-02-02 06:34:03,root,115.230.127.27
2019-02-02 06:34:01,root,112.85.42.87
2019-02-02 06:34:01,root,115.230.127.27
2019-02-02 06:34:00,root,112.85.42.87
2019-02-02 06:33:58,root,115.230.127.27
2019-02-02 06:33:56,root,115.230.127.27
2019-02-02 06:33:54,root,115.230.127.27
2019-02-02 06:33:54,rachid,150.161.8.163
2019-02-02 06:33:52,rachid,150.161.8.163
2019-02-02 06:33:08,root,112.85.42.87
2019-02-02 06:33:06,root,112.85.42.87
2019-02-02 06:33:04,root,112.85.42.87
2019-02-02 06:32:03,root,112.85.42.87
2019-02-02 06:32:02,root,112.85.42.87
2019-02-02 06:31:59,root,112.85.42.87
2019-02-02 06:31:31,jeff,190.233.160.141
2019-02-02 06:31:30,jeff,190.233.160.141
2019-02-02 06:31:04,novi,138.ip-51-75-247
2019-02-02 06:31:02,novi,138.ip-51-75-247
2019-02-02 06:30:57,root,112.85.42.87
2019-02-02 06:30:56,root,112.85.42.87
2019-02-02 06:30:54,root,112.85.42.87
2019-02-02 06:30:50,student,150.161.8.163
2019-02-02 06:30:48,student,150.161.8.163
2019-02-02 06:29:49,root,112.85.42.87
2019-02-02 06:29:47,root,112.85.42.87
2019-02-02 06:29:45,root,112.85.42.87
2019-02-02 06:28:46,root,112.85.42.87
2019-02-02 06:28:43,root,112.85.42.87
2019-02-02 06:28:42,root,112.85.42.87
2019-02-02 06:28:31,jeff,138.ip-51-75-247
2019-02-02 06:28:29,jeff,138.ip-51-75-247
2019-02-02 06:28:17,alex,190.233.160.141
2019-02-02 06:28:15,alex,190.233.160.141
2019-02-02 06:27:40,betreibe,150.161.8.163
2019-02-02 06:27:38,betreibe,150.161.8.163
2019-02-02 06:27:36,root,112.85.42.87
2019-02-02 06:27:34,root,112.85.42.87
2019-02-02 06:27:32,root,112.85.42.87
2019-02-02 06:26:37,root,112.85.42.87
2019-02-02 06:26:35,root,112.85.42.87
2019-02-02 06:26:33,root,112.85.42.87
2019-02-02 06:25:59,alex,138.ip-51-75-247
2019-02-02 06:25:57,alex,138.ip-51-75-247
2019-02-02 06:25:43,root,49.51.241.95
2019-02-02 06:25:30,root,112.85.42.87
2019-02-02 06:25:28,root,112.85.42.87
2019-02-02 06:25:25,root,112.85.42.87
2019-02-02 06:24:58,matthieu,190.233.160.141
2019-02-02 06:24:56,matthieu,190.233.160.141
2019-02-02 06:24:33,deploy,150.161.8.163
2019-02-02 06:24:31,deploy,150.161.8.163
2019-02-02 06:24:18,root,112.85.42.87
2019-02-02 06:24:16,root,112.85.42.87
2019-02-02 06:24:13,root,112.85.42.87
2019-02-02 06:23:25,matthieu,138.ip-51-75-247
2019-02-02 06:23:23,matthieu,138.ip-51-75-247
2019-02-02 06:23:17,root,112.85.42.87
2019-02-02 06:23:14,root,112.85.42.87
2019-02-02 06:23:12,root,112.85.42.87
2019-02-02 06:22:07,root,112.85.42.87
2019-02-02 06:22:04,root,112.85.42.87
2019-02-02 06:22:02,root,112.85.42.87
2019-02-02 06:21:00,root,112.85.42.87
2019-02-02 06:20:57,root,112.85.42.87
2019-02-02 06:20:55,root,112.85.42.87
2019-02-02 06:20:41,tomaso,190.233.160.141
2019-02-02 06:20:39,tomaso,190.233.160.141
2019-02-02 06:20:22,postgres,host253-117-stat
2019-02-02 06:20:21,postgres,host253-117-stat
2019-02-02 06:20:10,ubuntu,150.161.8.163
2019-02-02 06:20:08,ubuntu,150.161.8.163
2019-02-02 06:19:59,tomaso,138.ip-51-75-247
2019-02-02 06:19:57,tomaso,138.ip-51-75-247
2019-02-02 06:19:55,root,112.85.42.87
2019-02-02 06:19:53,root,112.85.42.87
2019-02-02 06:19:51,root,112.85.42.87
2019-02-02 06:18:58,root,112.85.42.87
2019-02-02 06:18:56,root,112.85.42.87
2019-02-02 06:18:54,root,112.85.42.87
2019-02-02 06:18:49,mybase,custome.pw
2019-02-02 06:18:47,mybase,custome.pw
2019-02-02 06:17:53,root,112.85.42.87
2019-02-02 06:17:51,root,112.85.42.87
2019-02-02 06:17:49,root,112.85.42.87
2019-02-02 06:17:37,ftp,host253-117-stat
2019-02-02 06:17:36,ftp,host253-117-stat
2019-02-02 06:16:48,root,112.85.42.87
2019-02-02 06:16:46,root,112.85.42.87
2019-02-02 06:16:44,root,112.85.42.87
2019-02-02 06:16:20,godilias,custome.pw
2019-02-02 06:16:18,godilias,custome.pw
2019-02-02 06:15:44,root,112.85.42.87
2019-02-02 06:15:42,root,112.85.42.87
2019-02-02 06:15:39,root,112.85.42.87
2019-02-02 06:14:47,philipp,host253-117-stat
2019-02-02 06:14:45,philipp,host253-117-stat
2019-02-02 06:14:33,root,112.85.42.87
2019-02-02 06:14:31,root,112.85.42.87
2019-02-02 06:14:30,root,112.85.42.87
2019-02-02 06:14:02,cvsroot,195.22.141.33
2019-02-02 06:14:00,cvsroot,195.22.141.33
2019-02-02 06:13:51,databse,custome.pw
2019-02-02 06:13:49,databse,custome.pw
2019-02-02 06:13:31,root,112.85.42.87
2019-02-02 06:13:29,root,112.85.42.87
2019-02-02 06:13:27,root,112.85.42.87
2019-02-02 06:12:52,cacti,174.138.74.202
2019-02-02 06:12:50,cacti,174.138.74.202
2019-02-02 06:12:26,root,112.85.42.87
2019-02-02 06:12:24,root,112.85.42.87
2019-02-02 06:12:22,root,112.85.42.87
2019-02-02 06:12:07,ubuntu,mclpc89.mcl.math
2019-02-02 06:12:06,ubuntu,mclpc89.mcl.math
2019-02-02 06:11:58,minecraf,host253-117-stat
2019-02-02 06:11:56,minecraf,host253-117-stat
2019-02-02 06:11:25,kirk,195.22.141.33
2019-02-02 06:11:22,kirk,195.22.141.33
2019-02-02 06:11:18,yamada,custome.pw
2019-02-02 06:11:17,yamada,custome.pw
2019-02-02 06:11:15,root,112.85.42.87
2019-02-02 06:11:13,root,112.85.42.87
2019-02-02 06:11:10,root,112.85.42.87
2019-02-02 06:10:15,gmodserv,174.138.74.202
2019-02-02 06:10:12,gmodserv,174.138.74.202
2019-02-02 06:10:10,root,112.85.42.87
2019-02-02 06:10:07,root,112.85.42.87
2019-02-02 06:10:05,root,112.85.42.87
2019-02-02 06:09:04,root,112.85.42.87
2019-02-02 06:09:04,yq,mclpc89.mcl.math
2019-02-02 06:09:02,root,112.85.42.87
2019-02-02 06:09:01,yq,mclpc89.mcl.math
2019-02-02 06:08:59,root,112.85.42.87
2019-02-02 06:08:40,upload,195.22.141.33
2019-02-02 06:08:38,upload,195.22.141.33
2019-02-02 06:08:26,jacob,49.51.241.95
2019-02-02 06:08:24,jacob,49.51.241.95
2019-02-02 06:08:13,labteam,host253-117-stat
2019-02-02 06:08:11,labteam,host253-117-stat
2019-02-02 06:08:01,root,112.85.42.87
2019-02-02 06:07:58,root,112.85.42.87
2019-02-02 06:07:57,root,112.85.42.87
2019-02-02 06:07:51,student,custome.pw
2019-02-02 06:07:50,student,custome.pw
2019-02-02 06:07:40,oracle,174.138.74.202
2019-02-02 06:07:38,oracle,174.138.74.202
2019-02-02 06:06:54,root,112.85.42.87
2019-02-02 06:06:51,root,112.85.42.87
2019-02-02 06:06:49,root,112.85.42.87
2019-02-02 06:06:04,salvia,mclpc89.mcl.math
2019-02-02 06:06:02,salvia,mclpc89.mcl.math
2019-02-02 06:06:02,debian,195.22.141.33
2019-02-02 06:06:00,debian,195.22.141.33
2019-02-02 06:05:51,root,112.85.42.87
2019-02-02 06:05:50,root,112.85.42.87
2019-02-02 06:05:48,root,112.85.42.87
2019-02-02 06:05:09,minecraf,174.138.74.202
2019-02-02 06:05:06,minecraf,174.138.74.202
2019-02-02 06:04:50,root,112.85.42.87
2019-02-02 06:04:47,root,112.85.42.87
2019-02-02 06:04:44,root,112.85.42.87
2019-02-02 06:03:42,root,112.85.42.87
2019-02-02 06:03:40,root,112.85.42.87
2019-02-02 06:03:38,root,112.85.42.87
2019-02-02 06:02:54,glen,mclpc89.mcl.math
2019-02-02 06:02:51,glen,mclpc89.mcl.math
2019-02-02 06:02:38,root,112.85.42.87
2019-02-02 06:02:36,root,112.85.42.87
2019-02-02 06:02:34,root,112.85.42.87
2019-02-02 06:02:31,haibis,203.159.249.215
2019-02-02 06:02:28,haibis,203.159.249.215
2019-02-02 06:02:27,system,195.22.141.33
2019-02-02 06:02:25,system,195.22.141.33
2019-02-02 06:01:39,suporte,174.138.74.202
2019-02-02 06:01:37,suporte,174.138.74.202
2019-02-02 06:01:29,root,112.85.42.87
2019-02-02 06:01:27,root,112.85.42.87
2019-02-02 06:01:25,root,112.85.42.87
2019-02-02 06:00:27,root,112.85.42.87
2019-02-02 06:00:25,root,112.85.42.87
2019-02-02 06:00:23,root,112.85.42.87
2019-02-02 05:59:20,root,112.85.42.87
2019-02-02 05:59:18,root,112.85.42.87
2019-02-02 05:59:15,root,112.85.42.87
2019-02-02 05:58:39,nicolas,mclpc89.mcl.math
2019-02-02 05:58:37,nicolas,mclpc89.mcl.math
2019-02-02 05:58:31,verwalte,203.159.249.215
2019-02-02 05:58:29,verwalte,203.159.249.215
2019-02-02 05:58:16,root,112.85.42.87
2019-02-02 05:58:14,root,112.85.42.87
2019-02-02 05:58:11,root,112.85.42.87
2019-02-02 05:57:54,redis,118.24.126.31
2019-02-02 05:57:51,redis,118.24.126.31
2019-02-02 05:57:08,root,112.85.42.87
2019-02-02 05:57:06,root,112.85.42.87
2019-02-02 05:57:04,root,112.85.42.87
2019-02-02 05:55:58,root,112.85.42.87
2019-02-02 05:55:56,root,112.85.42.87
2019-02-02 05:55:54,root,112.85.42.87
2019-02-02 05:54:53,root,112.85.42.87
2019-02-02 05:54:51,root,112.85.42.87
2019-02-02 05:54:50,root,112.85.42.87
2019-02-02 05:54:43,lever,118.24.126.31
2019-02-02 05:54:41,lever,118.24.126.31
2019-02-02 05:54:26,oracle,203.159.249.215
2019-02-02 05:54:24,oracle,203.159.249.215
2019-02-02 05:53:50,root,112.85.42.87
2019-02-02 05:53:48,root,112.85.42.87
2019-02-02 05:53:45,root,112.85.42.87
2019-02-02 05:53:43,redis,162.241.183.190
2019-02-02 05:53:41,redis,162.241.183.190
2019-02-02 05:53:28,redis,206.81.6.104
2019-02-02 05:53:26,redis,206.81.6.104
2019-02-02 05:52:50,root,112.85.42.87
2019-02-02 05:52:48,root,112.85.42.87
2019-02-02 05:52:45,root,112.85.42.87
2019-02-02 05:51:47,kunioka,49.51.241.95
2019-02-02 05:51:45,kunioka,49.51.241.95
2019-02-02 05:51:34,suporte,118.24.126.31
2019-02-02 05:51:32,suporte,118.24.126.31
2019-02-02 05:51:05,lever,162.241.183.190
2019-02-02 05:51:03,lever,162.241.183.190
2019-02-02 05:50:54,lever,206.81.6.104
2019-02-02 05:50:51,lever,206.81.6.104
2019-02-02 05:50:46,root,112.85.42.87
2019-02-02 05:50:44,root,112.85.42.87
2019-02-02 05:50:43,hadoop,99.109.204.35.bc
2019-02-02 05:50:42,root,112.85.42.87
2019-02-02 05:50:40,hadoop,99.109.204.35.bc
2019-02-02 05:50:39,servermc,ip144.ip-66-70-1
2019-02-02 05:50:37,servermc,ip144.ip-66-70-1
2019-02-02 05:50:25,deploy,203.159.249.215
2019-02-02 05:50:23,deploy,203.159.249.215
2019-02-02 05:49:31,root,112.85.42.87
2019-02-02 05:49:30,root,112.85.42.87
2019-02-02 05:49:27,root,112.85.42.87
2019-02-02 05:48:27,suporte,162.241.183.190
2019-02-02 05:48:25,root,112.85.42.87
2019-02-02 05:48:25,suporte,162.241.183.190
2019-02-02 05:48:23,root,112.85.42.87
2019-02-02 05:48:21,root,112.85.42.87
2019-02-02 05:48:19,suporte,206.81.6.104
2019-02-02 05:48:17,suporte,206.81.6.104
2019-02-02 05:48:10,clodoald,118.24.126.31
2019-02-02 05:48:08,clodoald,118.24.126.31
2019-02-02 05:47:59,sa,ip144.ip-66-70-1
2019-02-02 05:47:57,sa,ip144.ip-66-70-1
2019-02-02 05:47:55,nagios,99.109.204.35.bc
2019-02-02 05:47:52,nagios,99.109.204.35.bc
2019-02-02 05:47:24,root,112.85.42.87
2019-02-02 05:47:22,root,112.85.42.87
2019-02-02 05:47:19,root,112.85.42.87
2019-02-02 05:46:18,root,112.85.42.87
2019-02-02 05:46:16,root,112.85.42.87
2019-02-02 05:46:14,root,112.85.42.87
2019-02-02 05:45:50,clodoald,162.241.183.190
2019-02-02 05:45:47,clodoald,162.241.183.190
2019-02-02 05:45:44,clodoald,206.81.6.104
2019-02-02 05:45:43,clodoald,206.81.6.104
2019-02-02 05:45:19,sue,ip144.ip-66-70-1
2019-02-02 05:45:16,sue,ip144.ip-66-70-1
2019-02-02 05:45:11,root,112.85.42.87
2019-02-02 05:45:09,root,112.85.42.87
2019-02-02 05:45:07,dev,99.109.204.35.bc
2019-02-02 05:45:06,root,112.85.42.87
2019-02-02 05:45:04,dev,99.109.204.35.bc
2019-02-02 05:44:44,noc,203.159.249.215
2019-02-02 05:44:42,noc,203.159.249.215
2019-02-02 05:44:05,root,112.85.42.87
2019-02-02 05:44:03,root,112.85.42.87
2019-02-02 05:44:01,root,112.85.42.87
2019-02-02 05:43:33,bot,118.24.126.31
2019-02-02 05:43:31,bot,118.24.126.31
2019-02-02 05:42:54,root,112.85.42.87
2019-02-02 05:42:52,root,112.85.42.87
2019-02-02 05:42:50,root,112.85.42.87
2019-02-02 05:42:33,hadoop,ip144.ip-66-70-1
2019-02-02 05:42:31,hadoop,ip144.ip-66-70-1
2019-02-02 05:42:18,bot,162.241.183.190
2019-02-02 05:42:16,bot,162.241.183.190
2019-02-02 05:42:15,bot,206.81.6.104
2019-02-02 05:42:13,bot,206.81.6.104
2019-02-02 05:42:12,weblogic,99.109.204.35.bc
2019-02-02 05:42:11,weblogic,99.109.204.35.bc
2019-02-02 05:41:52,root,112.85.42.87
2019-02-02 05:41:50,root,112.85.42.87
2019-02-02 05:41:48,root,112.85.42.87
2019-02-02 05:41:19,vision,134.175.133.161
2019-02-02 05:41:18,vision,134.175.133.161
2019-02-02 05:40:47,root,112.85.42.87
2019-02-02 05:40:44,root,112.85.42.87
2019-02-02 05:40:42,root,112.85.42.87
2019-02-02 05:40:07,zabbix,186.120.93.42
2019-02-02 05:40:05,zabbix,186.120.93.42
2019-02-02 05:39:48,root,112.85.42.87
2019-02-02 05:39:46,root,112.85.42.87
2019-02-02 05:39:43,root,112.85.42.87
2019-02-02 05:39:05,verwalte,ip144.ip-66-70-1
2019-02-02 05:39:03,verwalte,ip144.ip-66-70-1
2019-02-02 05:38:36,utnet,99.109.204.35.bc
2019-02-02 05:38:36,root,112.85.42.87
2019-02-02 05:38:33,utnet,99.109.204.35.bc
2019-02-02 05:38:33,root,112.85.42.87
2019-02-02 05:38:31,root,112.85.42.87
2019-02-02 05:38:25,zabbix,51.158.72.198
2019-02-02 05:38:24,lfc,134.175.133.161
2019-02-02 05:38:23,zabbix,51.158.72.198
2019-02-02 05:38:21,lfc,134.175.133.161
2019-02-02 05:37:33,root,112.85.42.87
2019-02-02 05:37:31,root,112.85.42.87
2019-02-02 05:37:29,root,112.85.42.87
2019-02-02 05:37:07,querubim,186.120.93.42
2019-02-02 05:37:04,querubim,186.120.93.42
2019-02-02 05:36:22,root,112.85.42.87
2019-02-02 05:36:20,root,112.85.42.87
2019-02-02 05:36:18,root,112.85.42.87
2019-02-02 05:35:43,querubim,51.158.72.198
2019-02-02 05:35:40,querubim,51.158.72.198
2019-02-02 05:35:24,samba,134.175.133.161
2019-02-02 05:35:22,samba,134.175.133.161
2019-02-02 05:34:44,root,112.85.42.87
2019-02-02 05:34:42,root,112.85.42.87
2019-02-02 05:34:40,root,112.85.42.87
2019-02-02 05:34:08,ts1,186.120.93.42
2019-02-02 05:34:06,ts1,186.120.93.42
2019-02-02 05:33:07,ts1,51.158.72.198
2019-02-02 05:33:05,ts1,51.158.72.198
2019-02-02 05:32:15,servidor,134.175.133.161
2019-02-02 05:32:13,servidor,134.175.133.161
2019-02-02 05:31:04,adolph,186.120.93.42
2019-02-02 05:31:01,adolph,186.120.93.42
2019-02-02 05:30:21,adolph,51.158.72.198
2019-02-02 05:30:19,adolph,51.158.72.198
